"Plot Title: HOBO_1"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20188511, SEN S/N: 20188511)","Intensity, lum/ft² (LGR S/N: 20188511, SEN S/N: 20188511)","Bad Battery (LGR S/N: 20188511)","Good Battery (LGR S/N: 20188511)","Host Connected (LGR S/N: 20188511)","Coupler Attached (LGR S/N: 20188511)","Stopped (LGR S/N: 20188511)","End Of File (LGR S/N: 20188511)"
73,05/30/24 01:00:00 PM,118.206,18432.0,,,,,,
74,05/30/24 01:15:00 PM,108.536,18432.0,,,,,,
75,05/30/24 01:30:00 PM,113.362,17408.0,,,,,,
76,05/30/24 01:45:00 PM,113.587,16384.0,,,,,,
77,05/30/24 02:00:00 PM,110.919,16384.0,,,,,,
78,05/30/24 02:15:00 PM,108.322,15360.0,,,,,,
79,05/30/24 02:30:00 PM,111.801,13824.0,,,,,,
80,05/30/24 02:45:00 PM,108.750,12800.0,,,,,,
81,05/30/24 03:00:00 PM,107.895,11776.0,,,,,,
82,05/30/24 03:15:00 PM,107.683,10752.0,,,,,,
83,05/30/24 03:30:00 PM,108.108,9728.0,,,,,,
84,05/30/24 03:45:00 PM,108.322,8704.0,,,,,,
85,05/30/24 04:00:00 PM,108.964,7680.0,,,,,,
86,05/30/24 04:15:00 PM,106.624,6656.0,,,,,,
87,05/30/24 04:30:00 PM,104.540,5632.0,,,,,,
88,05/30/24 04:45:00 PM,104.128,4864.0,,,,,,
89,05/30/24 05:00:00 PM,102.900,4096.0,,,,,,
90,05/30/24 05:15:00 PM,105.161,3712.0,,,,,,
91,05/30/24 05:30:00 PM,98.110,3456.0,,,,,,
92,05/30/24 05:45:00 PM,98.699,3072.0,,,,,,
93,05/30/24 06:00:00 PM,96.555,2688.0,,,,,,
94,05/30/24 06:15:00 PM,94.825,2432.0,,,,,,
95,05/30/24 06:30:00 PM,92.550,2176.0,,,,,,
96,05/30/24 06:45:00 PM,89.938,1728.0,,,,,,
97,05/30/24 07:00:00 PM,81.797,168.0,,,,,,
98,05/30/24 07:15:00 PM,78.274,68.0,,,,,,
99,05/30/24 07:30:00 PM,72.199,21.0,,,,,,
100,05/30/24 07:45:00 PM,68.934,0.0,,,,,,
101,05/30/24 08:00:00 PM,65.338,0.0,,,,,,
102,05/30/24 08:15:00 PM,61.569,0.0,,,,,,
103,05/30/24 08:30:00 PM,59.851,0.0,,,,,,
104,05/30/24 08:45:00 PM,57.268,0.0,,,,,,
105,05/30/24 09:00:00 PM,55.189,0.0,,,,,,
106,05/30/24 09:15:00 PM,54.147,0.0,,,,,,
107,05/30/24 09:30:00 PM,52.576,0.0,,,,,,
108,05/30/24 09:45:00 PM,51.523,0.0,,,,,,
109,05/30/24 10:00:00 PM,50.113,0.0,,,,,,
110,05/30/24 10:15:00 PM,49.404,0.0,,,,,,
111,05/30/24 10:30:00 PM,49.050,0.0,,,,,,
112,05/30/24 10:45:00 PM,52.750,0.0,,,,,,
113,05/30/24 11:00:00 PM,51.874,0.0,,,,,,
114,05/30/24 11:15:00 PM,52.576,0.0,,,,,,
115,05/30/24 11:30:00 PM,52.225,0.0,,,,,,
116,05/30/24 11:45:00 PM,50.819,0.0,,,,,,
117,05/31/24 12:00:00 AM,50.113,0.0,,,,,,
118,05/31/24 12:15:00 AM,47.982,0.0,,,,,,
119,05/31/24 12:30:00 AM,50.643,0.0,,,,,,
120,05/31/24 12:45:00 AM,48.695,0.0,,,,,,
121,05/31/24 01:00:00 AM,46.548,0.0,,,,,,
122,05/31/24 01:15:00 AM,45.286,0.0,,,,,,
123,05/31/24 01:30:00 AM,44.195,0.0,,,,,,
124,05/31/24 01:45:00 AM,43.466,0.0,,,,,,
125,05/31/24 02:00:00 AM,43.466,0.0,,,,,,
126,05/31/24 02:15:00 AM,42.179,0.0,,,,,,
127,05/31/24 02:30:00 AM,41.439,0.0,,,,,,
128,05/31/24 02:45:00 AM,40.881,0.0,,,,,,
129,05/31/24 03:00:00 AM,40.881,0.0,,,,,,
130,05/31/24 03:15:00 AM,40.881,0.0,Logged,,,,,
131,05/31/24 03:30:00 AM,40.881,0.0,,,,,,
132,05/31/24 03:45:00 AM,40.134,0.0,,,,,,
133,05/31/24 04:00:00 AM,39.947,0.0,,,,,,
134,05/31/24 04:15:00 AM,39.384,0.0,,,,,,
135,05/31/24 04:30:00 AM,39.384,0.0,,,,,,
136,05/31/24 04:45:00 AM,40.509,0.0,,,,,,
137,05/31/24 05:00:00 AM,43.282,0.0,,,,,,
138,05/31/24 05:15:00 AM,44.379,37.0,,,,,,
139,05/31/24 05:30:00 AM,45.648,128.0,,,,,,
140,05/31/24 05:45:00 AM,45.286,200.0,,,,,,
141,05/31/24 06:00:00 AM,44.379,216.0,,,,,,
142,05/31/24 06:15:00 AM,46.369,240.0,,,,,,
143,05/31/24 06:30:00 AM,47.802,288.0,,,,,,
144,05/31/24 06:45:00 AM,50.995,416.0,,,,,,
145,05/31/24 07:00:00 AM,52.225,512.0,,,,,,
146,05/31/24 07:15:00 AM,58.476,4096.0,,,,,,
147,05/31/24 07:30:00 AM,77.574,13824.0,,,,,,
148,05/31/24 07:45:00 AM,91.612,14336.0,,,,,,
149,05/31/24 08:00:00 AM,95.590,15360.0,,,,,,
150,05/31/24 08:15:00 AM,100.083,16384.0,,,,,,
151,05/31/24 08:30:00 AM,105.786,16384.0,,,,,,
152,05/31/24 08:45:00 AM,110.046,17408.0,,Logged,,,,
153,05/31/24 09:00:00 AM,88.099,5376.0,,,,,,
154,05/31/24 09:15:00 AM,85.014,8704.0,,,,,,
155,05/31/24 09:30:00 AM,103.512,19456.0,,,,,,
156,05/31/24 09:45:00 AM,101.282,10752.0,,,,,,
157,05/31/24 10:00:00 AM,107.895,18432.0,,,,,,
158,05/31/24 10:15:00 AM,97.525,4352.0,,,,,,
159,05/31/24 10:30:00 AM,106.835,8704.0,,,,,,
160,05/31/24 10:45:00 AM,108.750,20480.0,,,,,,
161,05/31/24 11:00:00 AM,110.919,20480.0,,,,,,
162,05/31/24 11:15:00 AM,109.612,20480.0,,,,,,
163,05/31/24 11:30:00 AM,109.612,20480.0,,,,,,
164,05/31/24 11:45:00 AM,109.612,20480.0,,,,,,
165,05/31/24 12:00:00 PM,111.580,20480.0,,,,,,
166,05/31/24 12:15:00 PM,110.046,19456.0,,,,,,
167,05/31/24 12:30:00 PM,112.023,19456.0,,,,,,
168,05/31/24 12:45:00 PM,108.750,18432.0,,,,,,
169,05/31/24 01:00:00 PM,111.801,18432.0,,,,,,
170,05/31/24 01:15:00 PM,113.137,17408.0,,,,,,
171,05/31/24 01:30:00 PM,118.441,16384.0,,,,,,
172,05/31/24 01:45:00 PM,108.750,15872.0,,,,,,
173,05/31/24 02:00:00 PM,112.914,14848.0,,,,,,
174,05/31/24 02:15:00 PM,108.322,13824.0,,,,,,
175,05/31/24 02:30:00 PM,107.895,12800.0,,,,,,
176,05/31/24 02:45:00 PM,108.322,11776.0,,,,,,
177,05/31/24 03:00:00 PM,107.683,10752.0,,,,,,
178,05/31/24 03:15:00 PM,106.624,9216.0,,,,,,
179,05/31/24 03:30:00 PM,109.180,8192.0,,,,,,
180,05/31/24 03:45:00 PM,108.964,7424.0,,,,,,
181,05/31/24 04:00:00 PM,103.717,6400.0,,,,,,
182,05/31/24 04:15:00 PM,104.954,5632.0,,,,,,
183,05/31/24 04:30:00 PM,103.104,4864.0,,,,,,
184,05/31/24 04:45:00 PM,102.697,4096.0,,,,,,
185,05/31/24 05:00:00 PM,100.483,3840.0,,,,,,
186,05/31/24 05:15:00 PM,103.717,3456.0,,,,,,
187,05/31/24 05:30:00 PM,98.897,3200.0,,,,,,
188,05/31/24 05:45:00 PM,97.916,2944.0,,,,,,
189,05/31/24 06:00:00 PM,97.331,2816.0,,,,,,
190,05/31/24 06:15:00 PM,95.590,2560.0,,,,,,
191,05/31/24 06:30:00 PM,93.873,2304.0,,,,,,
192,05/31/24 06:45:00 PM,91.240,1856.0,,,,,,
193,05/31/24 07:00:00 PM,80.206,184.0,,,,,,
194,05/31/24 07:15:00 PM,80.029,92.0,,,,,,
195,05/31/24 07:30:00 PM,79.326,28.0,,,,,,
196,05/31/24 07:45:00 PM,72.028,1.0,,,,,,
197,05/31/24 08:00:00 PM,68.421,0.0,,,,,,
198,05/31/24 08:15:00 PM,64.139,0.0,,,,,,
199,05/31/24 08:30:00 PM,61.569,0.0,,,,,,
200,05/31/24 08:45:00 PM,60.368,0.0,,,,,,
201,05/31/24 09:00:00 PM,57.958,0.0,,,,,,
202,05/31/24 09:15:00 PM,56.404,0.0,,,,,,
203,05/31/24 09:30:00 PM,54.842,0.0,,,,,,
204,05/31/24 09:45:00 PM,53.973,0.0,,,,,,
205,05/31/24 10:00:00 PM,54.669,0.0,,,,,,
206,05/31/24 10:15:00 PM,53.100,0.0,,,,,,
207,05/31/24 10:30:00 PM,54.322,0.0,,,,,,
208,05/31/24 10:45:00 PM,54.147,0.0,,,,,,
209,05/31/24 11:00:00 PM,52.050,0.0,,,,,,
210,05/31/24 11:15:00 PM,53.798,0.0,,,,,,
211,05/31/24 11:30:00 PM,54.147,0.0,,,,,,
212,05/31/24 11:45:00 PM,53.274,0.0,,,,,,
213,06/01/24 12:00:00 AM,52.401,0.0,,,,,,
214,06/01/24 12:15:00 AM,52.401,0.0,,,,,,
215,06/01/24 12:30:00 AM,52.050,0.0,,,,,,
216,06/01/24 12:45:00 AM,49.404,0.0,,,,,,
217,06/01/24 01:00:00 AM,48.695,0.0,,,,,,
218,06/01/24 01:15:00 AM,47.266,0.0,,,,,,
219,06/01/24 01:30:00 AM,46.548,0.0,,,,,,
220,06/01/24 01:45:00 AM,45.104,0.0,,,,,,
221,06/01/24 02:00:00 AM,44.379,0.0,,,,,,
222,06/01/24 02:15:00 AM,43.282,0.0,,,,,,
223,06/01/24 02:30:00 AM,42.732,0.0,,,,,,
224,06/01/24 02:45:00 AM,41.810,0.0,,,,,,
225,06/01/24 03:00:00 AM,41.254,0.0,Logged,,,,,
226,06/01/24 03:15:00 AM,41.625,0.0,,,,,,
227,06/01/24 03:30:00 AM,41.810,0.0,,,,,,
228,06/01/24 03:45:00 AM,41.254,0.0,,,,,,
229,06/01/24 04:00:00 AM,40.696,0.0,,,,,,
230,06/01/24 04:15:00 AM,40.134,0.0,,,,,,
231,06/01/24 04:30:00 AM,40.509,0.0,,,,,,
232,06/01/24 04:45:00 AM,40.321,0.0,,,,,,
233,06/01/24 05:00:00 AM,40.321,0.0,,,,,,
234,06/01/24 05:15:00 AM,40.134,23.0,,,,,,
235,06/01/24 05:30:00 AM,39.760,70.0,,,,,,
236,06/01/24 05:45:00 AM,41.067,128.0,,,,,,
237,06/01/24 06:00:00 AM,42.363,176.0,,,,,,
238,06/01/24 06:15:00 AM,47.446,232.0,,,,,,
239,06/01/24 06:30:00 AM,49.582,288.0,,,,,,
240,06/01/24 06:45:00 AM,49.228,432.0,,,,,,
241,06/01/24 07:00:00 AM,52.050,576.0,,,,,,
242,06/01/24 07:15:00 AM,58.131,3072.0,,,,,,
243,06/01/24 07:30:00 AM,79.853,14336.0,,,,,,
244,06/01/24 07:45:00 AM,93.115,15360.0,,,,,,
245,06/01/24 08:00:00 AM,95.400,14848.0,,,,,,
246,06/01/24 08:15:00 AM,100.683,16384.0,,,,,,
247,06/01/24 08:30:00 AM,107.258,17408.0,,,,,,
248,06/01/24 08:45:00 AM,106.835,18432.0,,,,,,
249,06/01/24 09:00:00 AM,92.550,3712.0,,,,,,
250,06/01/24 09:15:00 AM,88.282,8192.0,,,,,,
251,06/01/24 09:30:00 AM,106.835,19456.0,,,,,,
252,06/01/24 09:45:00 AM,99.687,9216.0,,,,,,
253,06/01/24 10:00:00 AM,109.612,4864.0,,Logged,,,,
254,06/01/24 10:15:00 AM,96.942,3968.0,,,,,,
255,06/01/24 10:30:00 AM,107.683,12800.0,,,,,,
256,06/01/24 10:45:00 AM,106.205,20480.0,,,,,,
257,06/01/24 11:00:00 AM,108.964,20480.0,,,,,,
258,06/01/24 11:15:00 AM,111.801,20480.0,,,,,,
259,06/01/24 11:30:00 AM,108.322,20480.0,,,,,,
260,06/01/24 11:45:00 AM,107.895,20480.0,,,,,,
261,06/01/24 12:00:00 PM,110.919,20480.0,,,,,,
262,06/01/24 12:15:00 PM,112.690,19456.0,,,,,,
263,06/01/24 12:30:00 PM,111.360,19456.0,,,,,,
264,06/01/24 12:45:00 PM,111.139,18432.0,,,,,,
265,06/01/24 01:00:00 PM,109.828,18432.0,,,,,,
266,06/01/24 01:15:00 PM,109.612,17408.0,,,,,,
267,06/01/24 01:30:00 PM,112.244,17408.0,,,,,,
268,06/01/24 01:45:00 PM,109.180,16384.0,,,,,,
269,06/01/24 02:00:00 PM,108.750,15360.0,,,,,,
270,06/01/24 02:15:00 PM,111.801,13824.0,,,,,,
271,06/01/24 02:30:00 PM,110.701,12800.0,,,,,,
272,06/01/24 02:45:00 PM,110.264,11776.0,,,,,,
273,06/01/24 03:00:00 PM,109.612,10752.0,,,,,,
274,06/01/24 03:15:00 PM,104.747,9216.0,,,,,,
275,06/01/24 03:30:00 PM,105.577,8192.0,,,,,,
276,06/01/24 03:45:00 PM,103.923,7680.0,,,,,,
277,06/01/24 04:00:00 PM,102.900,6656.0,,,,,,
278,06/01/24 04:15:00 PM,103.717,5632.0,,,,,,
279,06/01/24 04:30:00 PM,101.685,4864.0,,,,,,
280,06/01/24 04:45:00 PM,103.923,4096.0,,,,,,
281,06/01/24 05:00:00 PM,102.900,3840.0,,,,,,
282,06/01/24 05:15:00 PM,100.283,3584.0,,,,,,
283,06/01/24 05:30:00 PM,100.882,3200.0,,,,,,
284,06/01/24 05:45:00 PM,97.525,2944.0,,,,,,
285,06/01/24 06:00:00 PM,97.331,2816.0,,,,,,
286,06/01/24 06:15:00 PM,95.016,2560.0,,,,,,
287,06/01/24 06:30:00 PM,94.253,2304.0,,,,,,
288,06/01/24 06:45:00 PM,91.612,1920.0,,,,,,
289,06/01/24 07:00:00 PM,82.330,184.0,,,,,,
290,06/01/24 07:15:00 PM,78.975,88.0,,,,,,
291,06/01/24 07:30:00 PM,73.926,26.0,,,,,,
292,06/01/24 07:45:00 PM,69.278,1.0,,,,,,
293,06/01/24 08:00:00 PM,65.509,0.0,,,,,,
294,06/01/24 08:15:00 PM,61.912,0.0,,,,,,
295,06/01/24 08:30:00 PM,59.164,0.0,,,,,,
296,06/01/24 08:45:00 PM,57.096,0.0,,,,,,
297,06/01/24 09:00:00 PM,55.537,0.0,,,,,,
298,06/01/24 09:15:00 PM,54.842,0.0,,,,,,
299,06/01/24 09:30:00 PM,53.623,0.0,,,,,,
300,06/01/24 09:45:00 PM,54.669,0.0,,,,,,
301,06/01/24 10:00:00 PM,55.364,0.0,,,,,,
302,06/01/24 10:15:00 PM,53.798,0.0,,,,,,
303,06/01/24 10:30:00 PM,52.925,0.0,,,,,,
304,06/01/24 10:45:00 PM,53.274,0.0,,,,,,
305,06/01/24 11:00:00 PM,52.925,0.0,,,,,,
306,06/01/24 11:15:00 PM,51.346,0.0,,,,,,
307,06/01/24 11:30:00 PM,50.113,0.0,,,,,,
308,06/01/24 11:45:00 PM,49.228,0.0,,,,,,
309,06/02/24 12:00:00 AM,48.160,0.0,,,,,,
310,06/02/24 12:15:00 AM,47.802,0.0,,,,,,
311,06/02/24 12:30:00 AM,50.819,0.0,,,,,,
312,06/02/24 12:45:00 AM,50.819,0.0,,,,,,
313,06/02/24 01:00:00 AM,48.871,0.0,,,,,,
314,06/02/24 01:15:00 AM,51.523,0.0,,,,,,
315,06/02/24 01:30:00 AM,49.050,0.0,,,,,,
316,06/02/24 01:45:00 AM,49.937,0.0,,,,,,
317,06/02/24 02:00:00 AM,45.648,0.0,,,,,,
318,06/02/24 02:15:00 AM,45.104,0.0,,,,,,
319,06/02/24 02:30:00 AM,42.732,0.0,,,,,,
320,06/02/24 02:45:00 AM,42.363,0.0,,,,,,
321,06/02/24 03:00:00 AM,41.254,0.0,Logged,,,,,
322,06/02/24 03:15:00 AM,41.994,0.0,,,,,,
323,06/02/24 03:30:00 AM,40.881,0.0,,,,,,
324,06/02/24 03:45:00 AM,41.810,0.0,,,,,,
325,06/02/24 04:00:00 AM,41.254,0.0,,,,,,
326,06/02/24 04:15:00 AM,41.254,0.0,,,,,,
327,06/02/24 04:30:00 AM,40.696,0.0,,,,,,
328,06/02/24 04:45:00 AM,40.321,0.0,,,,,,
329,06/02/24 05:00:00 AM,45.828,0.0,,,,,,
330,06/02/24 05:15:00 AM,43.466,20.0,,,,,,
331,06/02/24 05:30:00 AM,41.254,66.0,,,,,,
332,06/02/24 05:45:00 AM,41.254,128.0,,,,,,
333,06/02/24 06:00:00 AM,42.915,168.0,,,,,,
334,06/02/24 06:15:00 AM,42.732,216.0,,,,,,
335,06/02/24 06:30:00 AM,44.560,272.0,,,,,,
336,06/02/24 06:45:00 AM,47.088,432.0,,,,,,
337,06/02/24 07:00:00 AM,49.759,576.0,,,,,,
338,06/02/24 07:15:00 AM,54.842,2048.0,,,,,,
339,06/02/24 07:30:00 AM,76.876,14848.0,,,,,,
340,06/02/24 07:45:00 AM,87.733,15872.0,,,,,,
341,06/02/24 08:00:00 AM,97.720,14336.0,,,,,,
342,06/02/24 08:15:00 AM,106.624,17408.0,,,,,,
343,06/02/24 08:30:00 AM,103.923,18432.0,,,,,,
344,06/02/24 08:45:00 AM,108.322,18432.0,,,,,,
345,06/02/24 09:00:00 AM,89.569,3072.0,,,,,,
346,06/02/24 09:15:00 AM,84.474,6144.0,,,,,,
347,06/02/24 09:30:00 AM,100.683,20480.0,,,,,,
348,06/02/24 09:45:00 AM,94.444,10752.0,,,,,,
349,06/02/24 10:00:00 AM,105.370,15872.0,,,,,,
350,06/02/24 10:15:00 AM,90.124,21504.0,,,,,,
351,06/02/24 10:30:00 AM,102.088,17408.0,,,,,,
352,06/02/24 10:45:00 AM,105.577,21504.0,,,,,,
353,06/02/24 11:00:00 AM,107.683,21504.0,,,,,,
354,06/02/24 11:15:00 AM,110.919,21504.0,,Logged,,,,
355,06/02/24 11:30:00 AM,105.786,21504.0,,,,,,
356,06/02/24 11:45:00 AM,106.205,20480.0,,,,,,
357,06/02/24 12:00:00 PM,107.470,20480.0,,,,,,
358,06/02/24 12:15:00 PM,110.701,19456.0,,,,,,
359,06/02/24 12:30:00 PM,113.137,19456.0,,,,,,
360,06/02/24 12:45:00 PM,107.895,18432.0,,,,,,
361,06/02/24 01:00:00 PM,107.046,18432.0,,,,,,
362,06/02/24 01:15:00 PM,105.786,17408.0,,,,,,
363,06/02/24 01:30:00 PM,107.046,16384.0,,,,,,
364,06/02/24 01:45:00 PM,106.835,15360.0,,,,,,
365,06/02/24 02:00:00 PM,104.333,13824.0,,,,,,
366,06/02/24 02:15:00 PM,107.470,12800.0,,,,,,
367,06/02/24 02:30:00 PM,107.683,11264.0,,,,,,
368,06/02/24 02:45:00 PM,105.786,10240.0,,,,,,
369,06/02/24 03:00:00 PM,102.290,6912.0,,,,,,
370,06/02/24 03:15:00 PM,103.104,5632.0,,,,,,
371,06/02/24 03:30:00 PM,102.697,4608.0,,,,,,
372,06/02/24 03:45:00 PM,104.128,4352.0,,,,,,
373,06/02/24 04:00:00 PM,103.717,4096.0,,,,,,
374,06/02/24 04:15:00 PM,102.493,3968.0,,,,,,
375,06/02/24 04:30:00 PM,103.923,3712.0,,,,,,
376,06/02/24 04:45:00 PM,103.512,3840.0,,,,,,
377,06/02/24 05:00:00 PM,102.493,3840.0,,,,,,
378,06/02/24 05:15:00 PM,101.887,3968.0,,,,,,
379,06/02/24 05:30:00 PM,100.283,3456.0,,,,,,
380,06/02/24 05:45:00 PM,99.885,3200.0,,,,,,
381,06/02/24 06:00:00 PM,99.093,2944.0,,,,,,
382,06/02/24 06:15:00 PM,96.748,2688.0,,,,,,
383,06/02/24 06:30:00 PM,95.590,2304.0,,,,,,
384,06/02/24 06:45:00 PM,93.115,1728.0,,,,,,
385,06/02/24 07:00:00 PM,83.935,160.0,,,,,,
386,06/02/24 07:15:00 PM,81.975,76.0,,,,,,
387,06/02/24 07:30:00 PM,80.559,20.0,,,,,,
388,06/02/24 07:45:00 PM,78.800,0.0,,,,,,
389,06/02/24 08:00:00 PM,72.028,0.0,,,,,,
390,06/02/24 08:15:00 PM,67.564,0.0,,,,,,
391,06/02/24 08:30:00 PM,64.310,0.0,,,,,,
392,06/02/24 08:45:00 PM,64.310,0.0,,,,,,
393,06/02/24 09:00:00 PM,63.282,0.0,,,,,,
394,06/02/24 09:15:00 PM,61.741,0.0,,,,,,
395,06/02/24 09:30:00 PM,60.883,0.0,,,,,,
396,06/02/24 09:45:00 PM,61.054,0.0,,,,,,
397,06/02/24 10:00:00 PM,60.024,0.0,,,,,,
398,06/02/24 10:15:00 PM,59.680,0.0,,,,,,
399,06/02/24 10:30:00 PM,58.820,0.0,,,,,,
400,06/02/24 10:45:00 PM,57.096,0.0,,,,,,
401,06/02/24 11:00:00 PM,57.958,0.0,,,,,,
402,06/02/24 11:15:00 PM,59.680,0.0,,,,,,
403,06/02/24 11:30:00 PM,58.131,0.0,,,,,,
404,06/02/24 11:45:00 PM,56.057,0.0,,,,,,
405,06/03/24 12:00:00 AM,54.842,0.0,,,,,,
406,06/03/24 12:15:00 AM,53.623,0.0,,,,,,
407,06/03/24 12:30:00 AM,51.346,0.0,,,,,,
408,06/03/24 12:45:00 AM,50.643,0.0,,,,,,
409,06/03/24 01:00:00 AM,49.759,0.0,,,,,,
410,06/03/24 01:15:00 AM,47.446,0.0,,,,,,
411,06/03/24 01:30:00 AM,47.624,0.0,,,,,,
412,06/03/24 01:45:00 AM,47.802,0.0,,,,,,
413,06/03/24 02:00:00 AM,49.937,0.0,,,,,,
414,06/03/24 02:15:00 AM,48.517,0.0,,,,,,
415,06/03/24 02:30:00 AM,46.908,0.0,,,,,,
416,06/03/24 02:45:00 AM,46.728,0.0,,,,,,
417,06/03/24 03:00:00 AM,47.088,0.0,,,,,,
418,06/03/24 03:15:00 AM,45.828,0.0,,,,,,
419,06/03/24 03:30:00 AM,45.828,0.0,,,,,,
420,06/03/24 03:45:00 AM,45.286,0.0,,,,,,
421,06/03/24 04:00:00 AM,44.195,0.0,,,,,,
422,06/03/24 04:15:00 AM,44.013,0.0,,,,,,
423,06/03/24 04:30:00 AM,44.379,0.0,Logged,,,,,
424,06/03/24 04:45:00 AM,45.104,0.0,,,,,,
425,06/03/24 05:00:00 AM,43.282,0.0,,,,,,
426,06/03/24 05:15:00 AM,41.810,20.0,,,,,,
427,06/03/24 05:30:00 AM,43.099,61.0,,,,,,
428,06/03/24 05:45:00 AM,42.915,119.0,,,,,,
429,06/03/24 06:00:00 AM,42.363,160.0,,,,,,
430,06/03/24 06:15:00 AM,43.099,208.0,,,,,,
