"Plot Title: HOBO_4"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20188487, SEN S/N: 20188487)","Intensity, lum/ft² (LGR S/N: 20188487, SEN S/N: 20188487)","Coupler Attached (LGR S/N: 20188487)","Host Connected (LGR S/N: 20188487)","Stopped (LGR S/N: 20188487)","End Of File (LGR S/N: 20188487)"
344,06/02/24 08:45:00 AM,78.624,992.0,,,,
345,06/02/24 09:00:00 AM,79.853,992.0,,,,
346,06/02/24 09:15:00 AM,80.911,1728.0,,,,
347,06/02/24 09:30:00 AM,82.330,4096.0,,,,
348,06/02/24 09:45:00 AM,84.834,2432.0,,,,
349,06/02/24 10:00:00 AM,85.374,2432.0,,,,
350,06/02/24 10:15:00 AM,92.737,9216.0,,,,
351,06/02/24 10:30:00 AM,94.444,15360.0,,,,
352,06/02/24 10:45:00 AM,88.466,960.0,,,,
353,06/02/24 11:00:00 AM,86.823,960.0,,,,
354,06/02/24 11:15:00 AM,86.277,5376.0,,,,
355,06/02/24 11:30:00 AM,90.495,15872.0,,,,
356,06/02/24 11:45:00 AM,112.690,9728.0,,,,
357,06/02/24 12:00:00 PM,90.309,960.0,,,,
358,06/02/24 12:15:00 PM,88.099,1152.0,,,,
359,06/02/24 12:30:00 PM,93.682,1152.0,,,,
360,06/02/24 12:45:00 PM,90.124,2432.0,,,,
361,06/02/24 01:00:00 PM,91.053,1536.0,,,,
362,06/02/24 01:15:00 PM,90.495,1024.0,,,,
363,06/02/24 01:30:00 PM,91.240,4352.0,,,,
364,06/02/24 01:45:00 PM,93.115,2048.0,,,,
365,06/02/24 02:00:00 PM,94.825,1600.0,,,,
366,06/02/24 02:15:00 PM,95.400,5376.0,,,,
367,06/02/24 02:30:00 PM,107.683,12800.0,,,,
368,06/02/24 02:45:00 PM,100.483,6144.0,,,,
369,06/02/24 03:00:00 PM,95.783,3072.0,,,,
370,06/02/24 03:15:00 PM,93.873,1344.0,,,,
371,06/02/24 03:30:00 PM,95.783,1728.0,,,,
372,06/02/24 03:45:00 PM,101.484,16384.0,,,,
373,06/02/24 04:00:00 PM,109.828,15872.0,,,,
374,06/02/24 04:15:00 PM,111.360,15360.0,,,,
375,06/02/24 04:30:00 PM,115.637,14848.0,,,,
376,06/02/24 04:45:00 PM,118.206,13312.0,,,,
377,06/02/24 05:00:00 PM,116.330,12288.0,,,,
378,06/02/24 05:15:00 PM,117.262,10752.0,,,,
379,06/02/24 05:30:00 PM,115.867,9728.0,,,,
380,06/02/24 05:45:00 PM,110.919,7936.0,,,,
381,06/02/24 06:00:00 PM,94.062,576.0,,,,
382,06/02/24 06:15:00 PM,87.915,1728.0,,,,
383,06/02/24 06:30:00 PM,87.915,1216.0,,,,
384,06/02/24 06:45:00 PM,84.474,672.0,,,,
385,06/02/24 07:00:00 PM,81.621,184.0,,,,
386,06/02/24 07:15:00 PM,79.326,70.0,,,,
387,06/02/24 07:30:00 PM,77.400,16.0,,,,
388,06/02/24 07:45:00 PM,75.312,0.0,,,,
389,06/02/24 08:00:00 PM,73.407,0.0,,,,
390,06/02/24 08:15:00 PM,71.512,0.0,,,,
391,06/02/24 08:30:00 PM,68.763,0.0,,,,
392,06/02/24 08:45:00 PM,66.193,0.0,,,,
393,06/02/24 09:00:00 PM,63.111,0.0,,,,
394,06/02/24 09:15:00 PM,66.366,0.0,,,,
395,06/02/24 09:30:00 PM,69.449,0.0,,,,
396,06/02/24 09:45:00 PM,69.793,0.0,,,,
397,06/02/24 10:00:00 PM,70.824,0.0,,,,
398,06/02/24 10:15:00 PM,70.824,0.0,,,,
399,06/02/24 10:30:00 PM,70.480,0.0,,,,
400,06/02/24 10:45:00 PM,69.622,0.0,,,,
401,06/02/24 11:00:00 PM,67.564,0.0,,,,
402,06/02/24 11:15:00 PM,63.626,0.0,,,,
403,06/02/24 11:30:00 PM,61.398,0.0,,,,
404,06/02/24 11:45:00 PM,60.368,0.0,,,,
405,06/03/24 12:00:00 AM,58.303,0.0,,,,
406,06/03/24 12:15:00 AM,56.230,0.0,,,,
407,06/03/24 12:30:00 AM,55.189,0.0,,,,
408,06/03/24 12:45:00 AM,54.842,0.0,,,,
409,06/03/24 01:00:00 AM,53.100,0.0,,,,
410,06/03/24 01:15:00 AM,51.699,0.0,,,,
411,06/03/24 01:30:00 AM,50.113,0.0,,,,
412,06/03/24 01:45:00 AM,49.050,0.0,,,,
413,06/03/24 02:00:00 AM,47.802,0.0,,,,
414,06/03/24 02:15:00 AM,46.728,0.0,,,,
415,06/03/24 02:30:00 AM,46.908,0.0,,,,
416,06/03/24 02:45:00 AM,45.648,0.0,,,,
417,06/03/24 03:00:00 AM,43.831,0.0,,,,
418,06/03/24 03:15:00 AM,43.466,0.0,,,,
419,06/03/24 03:30:00 AM,43.831,0.0,,,,
420,06/03/24 03:45:00 AM,44.379,0.0,,,,
421,06/03/24 04:00:00 AM,45.286,0.0,,,,
422,06/03/24 04:15:00 AM,44.195,0.0,,,,
423,06/03/24 04:30:00 AM,42.915,0.0,,,,
424,06/03/24 04:45:00 AM,41.994,0.0,,,,
425,06/03/24 05:00:00 AM,41.625,1.0,,,,
426,06/03/24 05:15:00 AM,41.067,16.0,,,,
427,06/03/24 05:30:00 AM,41.439,42.0,,,,
428,06/03/24 05:45:00 AM,41.994,89.0,,,,
429,06/03/24 06:00:00 AM,43.282,176.0,,,,
430,06/03/24 06:15:00 AM,49.937,768.0,,,,
431,06/03/24 06:30:00 AM,54.842,704.0,,,,
432,06/03/24 06:45:00 AM,62.425,992.0,,,,
433,06/03/24 07:00:00 AM,67.906,800.0,,,,
434,06/03/24 07:15:00 AM,72.718,864.0,,,,
435,06/03/24 07:30:00 AM,74.619,992.0,,,,
436,06/03/24 07:45:00 AM,76.181,1856.0,,,,
437,06/03/24 08:00:00 AM,77.225,896.0,,,,
438,06/03/24 08:15:00 AM,77.923,3072.0,,,,
439,06/03/24 08:30:00 AM,78.449,1216.0,,,,
440,06/03/24 08:45:00 AM,78.624,992.0,,,,
441,06/03/24 09:00:00 AM,79.502,4608.0,,,,
442,06/03/24 09:15:00 AM,80.206,1472.0,,,,
443,06/03/24 09:30:00 AM,81.797,1856.0,,,,
444,06/03/24 09:45:00 AM,83.399,2816.0,,,,
445,06/03/24 10:00:00 AM,83.757,896.0,,,,
446,06/03/24 10:15:00 AM,93.682,11264.0,,,,
447,06/03/24 10:30:00 AM,96.555,15872.0,,,,
448,06/03/24 10:45:00 AM,87.368,960.0,,,,
449,06/03/24 11:00:00 AM,85.194,992.0,,,,
450,06/03/24 11:15:00 AM,85.014,4096.0,,,,
451,06/03/24 11:30:00 AM,87.552,9728.0,,,,
452,06/03/24 11:45:00 AM,109.180,15872.0,,,,
453,06/03/24 12:00:00 PM,90.680,992.0,,,,
454,06/03/24 12:15:00 PM,88.466,1536.0,,,,
455,06/03/24 12:30:00 PM,93.115,1536.0,,,,
456,06/03/24 12:45:00 PM,91.240,1664.0,,,,
457,06/03/24 01:00:00 PM,90.495,1792.0,,,,
458,06/03/24 01:15:00 PM,92.174,1088.0,,,,
459,06/03/24 01:30:00 PM,91.612,7424.0,,,,
460,06/03/24 01:45:00 PM,91.987,3968.0,,,,
461,06/03/24 02:00:00 PM,94.444,6400.0,,,,
462,06/03/24 02:15:00 PM,93.304,2304.0,,,,
463,06/03/24 02:30:00 PM,103.307,13312.0,,,,
464,06/03/24 02:45:00 PM,98.897,3840.0,,,,
